customer_id,genero,mayor_65,tiene_pareja,tiene_dependientes,antiguedad_meses,tipo_contrato,facturacion_electronica,metodo_pago,servicio_internet,seguridad_online,soporte_tecnico,streaming_tv,cargo_mensual,cargo_total,num_incidencias_soporte,churn
CU7984,Masculino,0,No,No,8,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,105.75,818.38,1,1
CU7985,Masculino,0,No,No,21,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,67.06,1297.83,0,1
CU7986,Femenino,0,No,No,36,Un año,Sí,Cheque electrónico,Sin internet,No,No,Sí,107.63,3863.09,0,0
CU7987,Femenino,0,Sí,Sí,61,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,27.5,1543.96,2,0
CU7988,Femenino,0,No,Sí,15,Mes a mes,No,Transferencia,DSL,Sí,No,No,68.65,1044.38,2,1
CU7989,Masculino,0,No,No,30,Un año,Sí,Transferencia,Fibra óptica,Sí,Sí,No,31.69,875.39,0,0
CU7990,Femenino,0,No,Sí,42,Un año,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,114.25,4485.51,1,0
CU7991,Femenino,0,No,No,18,Dos años,No,Tarjeta de crédito,Fibra óptica,No,No,No,130.0,2327.31,0,0
CU7992,Femenino,0,No,No,38,Un año,Sí,Transferencia,Sin internet,No,No,Sí,100.11,3736.07,1,0
CU7993,Femenino,1,No,Sí,51,Dos años,No,Cheque electrónico,DSL,No,No,Sí,33.67,1739.98,2,0
CU7994,Femenino,0,Sí,No,19,Mes a mes,Sí,Tarjeta de crédito,DSL,No,Sí,No,32.62,579.28,0,0
CU7995,Femenino,0,No,Sí,16,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,62.29,968.3,0,0
CU7996,Femenino,0,Sí,Sí,67,Mes a mes,Sí,Transferencia,Sin internet,No,No,No,68.9,4718.24,1,0
CU7997,Femenino,0,No,Sí,51,Un año,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,79.55,3804.46,2,0
CU7998,Femenino,0,No,Sí,32,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,No,Sí,78.29,2611.04,0,0
CU7999,Femenino,1,Sí,No,23,Mes a mes,Sí,Cheque electrónico,DSL,Sí,No,No,65.49,1577.78,0,1
CU8000,Masculino,0,Sí,No,38,Mes a mes,No,Cheque electrónico,Sin internet,No,Sí,No,58.63,2081.29,1,0
CU8001,Masculino,0,Sí,No,61,Un año,Sí,Domiciliación bancaria,Sin internet,No,Sí,No,42.01,2428.48,1,0
CU8002,Masculino,0,No,No,52,Un año,Sí,Transferencia,DSL,No,Sí,Sí,83.98,4302.59,0,0
CU8003,Femenino,0,Sí,No,37,Un año,Sí,Transferencia,DSL,No,No,No,18.0,655.09,2,0
CU8004,Masculino,0,Sí,No,46,Un año,Sí,Transferencia,Fibra óptica,No,Sí,Sí,67.79,3081.93,1,0
CU8005,Femenino,0,No,No,10,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,No,71.37,744.57,2,1
CU8006,Masculino,0,No,No,2,Un año,No,Transferencia,Sin internet,No,No,No,58.8,111.25,2,1
CU8007,Femenino,0,No,No,52,Un año,Sí,Transferencia,Fibra óptica,Sí,No,Sí,87.8,4412.95,1,0
CU8008,Femenino,0,No,No,35,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,92.58,3077.86,1,1
CU8009,Masculino,0,Sí,No,65,Mes a mes,Sí,Cheque electrónico,Sin internet,Sí,Sí,Sí,70.72,4604.04,0,0
CU8010,Femenino,0,No,No,65,Mes a mes,No,Cheque electrónico,Sin internet,No,Sí,Sí,129.78,8579.98,2,0
CU8011,Femenino,0,No,No,71,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,45.52,3063.71,2,0
CU8012,Femenino,1,Sí,Sí,64,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,No,No,52.03,3393.91,0,0
CU8013,Masculino,0,No,No,43,Dos años,No,Transferencia,Fibra óptica,Sí,No,No,53.37,2322.74,1,0
CU8014,Femenino,1,Sí,No,9,Mes a mes,No,Transferencia,Sin internet,No,Sí,No,96.61,830.04,4,1
CU8015,Masculino,0,Sí,No,47,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,Sí,No,75.18,3278.61,1,0
CU8016,Femenino,0,No,Sí,21,Dos años,Sí,Transferencia,Fibra óptica,No,No,Sí,18.0,381.76,0,0
CU8017,Femenino,0,No,Sí,62,Mes a mes,Sí,Transferencia,Sin internet,Sí,No,Sí,55.78,3475.38,3,0
CU8018,Masculino,1,Sí,No,20,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,48.22,995.02,2,0
CU8019,Femenino,0,No,Sí,64,Mes a mes,Sí,Cheque electrónico,DSL,No,No,Sí,112.4,7059.71,1,1
CU8020,Masculino,0,No,No,66,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,No,42.36,2742.31,1,0
CU8021,Masculino,0,Sí,No,34,Mes a mes,No,Transferencia,DSL,Sí,No,Sí,64.54,2169.98,2,0
CU8022,Masculino,0,No,No,70,Dos años,Sí,Cheque electrónico,DSL,Sí,No,Sí,20.92,1509.06,3,0
CU8023,Femenino,0,No,Sí,28,Un año,Sí,Transferencia,Fibra óptica,No,No,No,69.41,1889.15,4,0
CU8024,Masculino,0,Sí,No,32,Un año,Sí,Transferencia,Fibra óptica,No,No,Sí,117.7,3514.56,0,0
CU8025,Masculino,0,No,No,66,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,Sí,41.68,2598.5,1,0
CU8026,Masculino,0,No,Sí,50,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,No,91.09,4254.33,0,0
CU8027,Femenino,0,No,No,13,Un año,No,Transferencia,Fibra óptica,No,Sí,Sí,59.23,714.61,2,0
CU8028,Masculino,0,No,No,12,Mes a mes,No,Domiciliación bancaria,Sin internet,No,Sí,Sí,64.45,726.92,1,0
CU8029,Femenino,0,Sí,Sí,37,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,82.37,2977.72,2,0
CU8030,Masculino,0,Sí,Sí,48,Mes a mes,No,Cheque electrónico,Sin internet,No,No,No,29.82,1466.17,0,0
CU8031,Masculino,0,No,No,41,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,No,No,43.53,1769.17,1,0
CU8032,Masculino,0,Sí,No,3,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,39.64,116.88,1,0
CU8033,Masculino,1,No,No,11,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,112.34,1143.59,1,1
CU8034,Masculino,0,Sí,No,5,Mes a mes,Sí,Tarjeta de crédito,Sin internet,Sí,Sí,Sí,94.52,459.74,0,0
CU8035,Femenino,0,Sí,No,57,Un año,Sí,Cheque electrónico,DSL,No,Sí,No,92.66,5172.98,3,0
CU8036,Femenino,0,No,Sí,28,Dos años,No,Transferencia,Fibra óptica,No,Sí,No,93.29,2610.91,0,0
CU8037,Femenino,0,Sí,No,27,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,No,Sí,87.65,2404.44,0,0
CU8038,Masculino,0,No,Sí,62,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,No,No,19.56,1208.1,4,0
CU8039,Masculino,0,Sí,No,70,Un año,No,Cheque electrónico,DSL,No,No,Sí,48.3,3406.23,1,0
CU8040,Masculino,0,Sí,No,0,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,58.92,54.38,1,1
CU8041,Masculino,0,Sí,No,64,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,68.7,4182.17,0,0
CU8042,Femenino,0,Sí,No,24,Mes a mes,Sí,Domiciliación bancaria,DSL,No,No,No,36.52,841.64,0,1
CU8043,Femenino,0,No,No,55,Un año,Sí,Cheque electrónico,Sin internet,Sí,No,No,26.21,1458.14,1,0
CU8044,Masculino,0,Sí,Sí,46,Un año,No,Domiciliación bancaria,DSL,Sí,Sí,Sí,35.51,1566.43,1,0
CU8045,Femenino,0,Sí,No,10,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,43.76,431.0,3,1
CU8046,Masculino,1,Sí,No,22,Dos años,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,54.7,1218.06,1,0
CU8047,Masculino,0,No,Sí,28,Mes a mes,Sí,Tarjeta de crédito,DSL,Sí,No,No,76.93,2093.9,3,0
CU8048,Femenino,0,No,Sí,0,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,No,No,60.69,59.21,0,1
CU8049,Femenino,0,No,No,27,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,99.12,2643.08,1,0
CU8050,Femenino,0,Sí,No,38,Un año,Sí,Transferencia,Fibra óptica,No,Sí,No,82.39,3097.62,1,0
CU8051,Masculino,0,No,No,44,Mes a mes,Sí,Transferencia,DSL,No,No,Sí,56.29,2407.53,4,0
CU8052,Masculino,1,No,No,8,Dos años,No,Transferencia,DSL,No,Sí,No,77.58,650.01,0,0
CU8053,Femenino,0,Sí,Sí,52,Dos años,Sí,Transferencia,Sin internet,No,Sí,No,62.1,3187.11,1,0
CU8054,Femenino,0,No,No,23,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,Sí,48.5,1139.83,1,0
CU8055,Femenino,0,Sí,No,37,Mes a mes,No,Domiciliación bancaria,Sin internet,Sí,No,Sí,66.64,2409.7,1,0
CU8056,Masculino,0,No,No,65,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,No,76.62,4703.44,2,0
CU8057,Masculino,0,No,Sí,36,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,Sí,No,93.1,3216.55,1,1
CU8058,Femenino,0,Sí,No,43,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,Sí,No,126.75,5281.81,1,0
CU8059,Masculino,0,No,No,65,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,100.65,6680.52,0,0
CU8060,Femenino,1,No,No,53,Dos años,No,Domiciliación bancaria,Fibra óptica,No,No,No,37.06,2039.88,0,0
CU8061,Masculino,0,No,No,27,Un año,Sí,Transferencia,Fibra óptica,No,Sí,No,20.32,533.35,1,0
CU8062,Femenino,0,No,No,11,Un año,No,Cheque electrónico,Fibra óptica,No,Sí,No,101.22,1073.77,1,0
CU8063,Masculino,0,No,No,31,Un año,No,Tarjeta de crédito,Fibra óptica,No,No,Sí,61.52,1755.61,1,1
CU8064,Femenino,0,No,Sí,54,Mes a mes,No,Transferencia,DSL,Sí,No,No,45.28,2531.99,2,0
CU8065,Femenino,0,Sí,No,30,Mes a mes,No,Transferencia,DSL,Sí,Sí,Sí,110.68,3227.1,0,0
CU8066,Femenino,0,No,No,12,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,59.74,717.63,0,0
CU8067,Masculino,1,Sí,No,3,Mes a mes,Sí,Transferencia,Sin internet,Sí,No,No,61.9,184.98,2,0
CU8068,Femenino,1,No,Sí,63,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,47.11,2831.33,3,0
CU8069,Masculino,0,No,Sí,16,Un año,Sí,Cheque electrónico,DSL,No,Sí,Sí,18.0,293.31,1,0
CU8070,Femenino,0,No,No,50,Dos años,No,Transferencia,Fibra óptica,No,Sí,Sí,39.17,2016.68,1,0
CU8071,Femenino,0,No,No,61,Un año,No,Cheque electrónico,Fibra óptica,No,Sí,Sí,47.19,2863.41,0,0
CU8072,Femenino,0,No,Sí,48,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,19.08,920.75,1,0
CU8073,Masculino,0,No,No,3,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,67.23,211.25,1,1
CU8074,Femenino,0,Sí,No,16,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,Sí,No,72.47,1190.93,1,1
CU8075,Femenino,0,No,Sí,7,Dos años,Sí,Transferencia,Sin internet,Sí,Sí,Sí,90.47,586.75,2,1
CU8076,Masculino,0,No,No,31,Un año,Sí,Transferencia,DSL,No,No,Sí,43.81,1334.5,3,0
CU8077,Masculino,0,No,Sí,62,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,No,18.0,1097.64,1,0
CU8078,Masculino,0,Sí,Sí,2,Mes a mes,No,Tarjeta de crédito,Sin internet,Sí,Sí,Sí,55.83,116.85,1,0
CU8079,Masculino,0,Sí,Sí,31,Un año,No,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,29.97,964.87,0,0
CU8080,Femenino,1,No,No,25,Dos años,No,Cheque electrónico,DSL,No,No,No,64.26,1667.61,2,1
CU8081,Femenino,0,Sí,No,42,Mes a mes,Sí,Cheque electrónico,DSL,Sí,Sí,Sí,89.29,3666.51,1,0
CU8082,Masculino,0,No,No,1,Un año,No,Transferencia,DSL,Sí,No,No,50.15,47.38,1,0
CU8083,Masculino,1,No,No,45,Un año,Sí,Domiciliación bancaria,Sin internet,No,Sí,Sí,62.99,2811.32,0,0
CU8084,Femenino,0,Sí,Sí,0,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,18.0,16.7,1,0
CU8085,Femenino,0,No,No,30,Mes a mes,Sí,Tarjeta de crédito,DSL,No,Sí,No,54.11,1585.62,1,1
CU8086,Femenino,0,Sí,No,13,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,109.92,1408.63,3,1
CU8087,Masculino,0,No,Sí,25,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,Sí,Sí,80.62,1953.28,2,1
CU8088,Femenino,0,Sí,No,49,Mes a mes,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,Sí,43.12,2077.38,0,0
CU8089,Femenino,0,Sí,No,62,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,Sí,No,33.57,2120.03,0,0
CU8090,Femenino,0,No,No,17,Mes a mes,No,Cheque electrónico,DSL,Sí,No,No,64.29,1086.47,1,0
CU8091,Femenino,0,Sí,No,27,Mes a mes,Sí,Transferencia,DSL,No,Sí,No,79.25,2150.57,3,0
CU8092,Femenino,0,Sí,No,65,Un año,No,Domiciliación bancaria,Sin internet,No,Sí,Sí,43.51,2673.94,3,0
CU8093,Masculino,1,Sí,Sí,71,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,59.57,4133.7,0,0
CU8094,Femenino,0,No,No,40,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,Sí,18.0,720.34,1,0
CU8095,Masculino,0,Sí,No,37,Mes a mes,No,Tarjeta de crédito,DSL,No,Sí,No,87.76,3241.66,1,0
CU8096,Femenino,0,No,No,32,Un año,No,Cheque electrónico,DSL,No,No,Sí,41.02,1320.25,3,0
CU8097,Femenino,0,Sí,Sí,68,Dos años,Sí,Transferencia,DSL,No,No,No,82.75,5483.92,2,0
CU8098,Masculino,0,Sí,No,30,Un año,Sí,Transferencia,Fibra óptica,No,Sí,No,74.76,2149.03,1,0
CU8099,Masculino,1,No,No,28,Un año,No,Cheque electrónico,Sin internet,No,No,Sí,77.94,2141.6,1,0
CU8100,Masculino,0,No,No,32,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,Sí,57.76,1748.09,0,0
CU8101,Femenino,0,Sí,No,62,Mes a mes,No,Tarjeta de crédito,DSL,Sí,Sí,Sí,111.06,7149.5,1,0
CU8102,Femenino,0,Sí,Sí,15,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,46.78,677.6,0,0
CU8103,Femenino,0,Sí,No,0,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,111.49,113.96,1,1
CU8104,Femenino,0,Sí,No,30,Dos años,No,Tarjeta de crédito,DSL,No,Sí,Sí,72.1,2043.77,0,0
CU8105,Masculino,0,Sí,Sí,36,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,No,68.46,2442.46,0,1
CU8106,Masculino,1,No,No,1,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,58.54,54.75,2,1
CU8107,Masculino,0,No,No,40,Dos años,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,68.14,2649.7,0,0
CU8108,Masculino,0,No,Sí,30,Dos años,No,Domiciliación bancaria,Sin internet,Sí,No,Sí,65.27,1869.71,2,0
CU8109,Masculino,0,Sí,Sí,46,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,No,113.8,5078.93,2,1
CU8110,Masculino,0,Sí,No,27,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,31.0,843.98,3,0
CU8111,Femenino,0,No,No,1,Un año,No,Transferencia,Fibra óptica,No,Sí,No,59.56,56.4,1,0
CU8112,Femenino,1,No,Sí,3,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,38.5,120.98,2,1
CU8113,Femenino,0,Sí,Sí,42,Dos años,Sí,Tarjeta de crédito,DSL,No,No,Sí,48.89,2000.68,0,0
CU8114,Femenino,0,Sí,No,44,Un año,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,65.49,2723.09,1,0
CU8115,Femenino,0,No,No,17,Un año,Sí,Cheque electrónico,DSL,No,Sí,No,107.13,1677.49,2,1
CU8116,Femenino,0,No,No,57,Un año,No,Cheque electrónico,Fibra óptica,Sí,No,No,78.51,4409.85,1,0
CU8117,Masculino,0,Sí,No,32,Dos años,No,Cheque electrónico,DSL,Sí,No,No,38.22,1205.31,5,0
CU8118,Masculino,0,Sí,No,13,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,No,56.78,704.27,0,0
CU8119,Femenino,0,Sí,Sí,31,Mes a mes,No,Transferencia,DSL,Sí,No,Sí,97.27,2952.69,1,0
CU8120,Masculino,1,No,Sí,33,Un año,No,Domiciliación bancaria,Sin internet,Sí,No,Sí,48.63,1662.0,0,0
CU8121,Masculino,0,No,No,7,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,68.79,451.4,2,1
CU8122,Masculino,1,No,No,66,Dos años,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,76.45,5129.84,2,0
CU8123,Femenino,0,No,No,27,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,58.86,1660.89,1,0
CU8124,Masculino,0,Sí,No,65,Mes a mes,No,Transferencia,DSL,No,No,No,39.44,2661.63,1,0
CU8125,Masculino,0,Sí,No,20,Un año,Sí,Transferencia,Fibra óptica,Sí,No,No,72.04,1492.39,0,1
CU8126,Masculino,0,No,Sí,18,Dos años,No,Cheque electrónico,DSL,Sí,No,No,129.54,2280.35,2,0
CU8127,Masculino,0,No,Sí,13,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,51.95,648.88,0,0
CU8128,Femenino,1,Sí,No,16,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,50.01,789.2,1,0
CU8129,Femenino,0,Sí,No,49,Mes a mes,No,Cheque electrónico,DSL,No,No,No,85.76,4204.62,0,0
CU8130,Masculino,0,Sí,No,15,Mes a mes,Sí,Tarjeta de crédito,DSL,No,Sí,No,130.0,1877.62,1,1
CU8131,Masculino,1,Sí,No,5,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,41.2,200.71,1,0
CU8132,Masculino,0,No,No,43,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,31.9,1418.59,2,0
CU8133,Masculino,0,Sí,Sí,51,Dos años,No,Domiciliación bancaria,Sin internet,No,No,No,87.3,4238.53,2,0
CU8134,Femenino,0,No,No,61,Mes a mes,No,Cheque electrónico,DSL,No,Sí,No,87.94,5600.31,1,1
CU8135,Masculino,0,No,No,36,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,37.67,1282.69,3,0
CU8136,Masculino,1,Sí,No,17,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,No,No,56.68,912.27,1,0
CU8137,Masculino,0,Sí,No,65,Mes a mes,Sí,Transferencia,Sin internet,Sí,Sí,Sí,32.57,2142.71,1,0
CU8138,Masculino,0,Sí,No,46,Dos años,Sí,Tarjeta de crédito,DSL,Sí,No,No,54.73,2418.11,1,0
CU8139,Femenino,0,Sí,No,70,Un año,Sí,Cheque electrónico,Fibra óptica,No,No,No,56.92,3864.21,1,0
CU8140,Masculino,0,Sí,No,51,Dos años,Sí,Transferencia,Sin internet,No,Sí,No,91.64,4397.57,0,0
CU8141,Masculino,0,No,No,26,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,99.28,2486.02,1,1
CU8142,Femenino,0,Sí,Sí,9,Mes a mes,No,Cheque electrónico,DSL,Sí,Sí,No,62.31,541.75,0,0
CU8143,Masculino,0,No,No,46,Dos años,No,Tarjeta de crédito,DSL,Sí,Sí,Sí,107.07,5015.22,1,0
CU8144,Femenino,0,No,No,6,Un año,Sí,Tarjeta de crédito,DSL,No,Sí,No,91.86,519.66,0,0
CU8145,Masculino,0,Sí,No,60,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,28.05,1622.13,0,0
CU8146,Femenino,0,No,Sí,6,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,Sí,No,96.71,571.59,1,1
CU8147,Femenino,1,No,No,19,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,87.65,1680.17,2,1
CU8148,Femenino,0,Sí,No,32,Mes a mes,No,Domiciliación bancaria,DSL,No,No,Sí,118.81,3737.23,0,0
CU8149,Masculino,0,No,Sí,68,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,Sí,Sí,72.47,4861.77,1,0
CU8150,Masculino,0,Sí,Sí,18,Mes a mes,No,Domiciliación bancaria,DSL,Sí,Sí,Sí,114.65,1957.17,1,1
CU8151,Masculino,1,No,Sí,26,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,18.0,462.75,1,0
CU8152,Femenino,0,No,No,26,Mes a mes,Sí,Transferencia,DSL,No,No,No,52.59,1382.62,1,0
CU8153,Masculino,0,Sí,Sí,9,Un año,No,Cheque electrónico,Fibra óptica,Sí,Sí,No,18.0,154.45,0,0
CU8154,Femenino,0,Sí,No,71,Dos años,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,56.37,4124.13,0,0
CU8155,Masculino,0,Sí,Sí,34,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,Sí,Sí,69.65,2324.49,1,1
CU8156,Femenino,0,Sí,No,23,Dos años,No,Tarjeta de crédito,DSL,Sí,No,No,64.29,1366.25,1,0
CU8157,Femenino,0,Sí,Sí,53,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,No,91.07,5040.42,4,1
CU8158,Femenino,0,No,No,24,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,130.0,2914.08,0,0
CU8159,Masculino,0,Sí,Sí,72,Mes a mes,No,Domiciliación bancaria,DSL,No,No,Sí,54.95,3890.32,1,0
CU8160,Femenino,0,Sí,No,54,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,No,No,100.62,5632.2,3,1
CU8161,Femenino,0,Sí,No,8,Dos años,No,Cheque electrónico,Fibra óptica,No,No,No,84.9,706.57,1,0
CU8162,Masculino,1,No,Sí,68,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,75.44,5291.5,2,0
CU8163,Femenino,0,No,No,16,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,88.98,1375.58,0,0
CU8164,Femenino,0,Sí,Sí,47,Dos años,Sí,Cheque electrónico,Sin internet,Sí,Sí,No,55.45,2466.41,1,0
CU8165,Masculino,1,Sí,No,3,Dos años,Sí,Transferencia,Fibra óptica,No,No,No,94.59,290.08,1,0
CU8166,Masculino,0,Sí,No,56,Mes a mes,No,Cheque electrónico,Sin internet,No,No,Sí,24.61,1411.88,2,0
CU8167,Masculino,0,No,Sí,62,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,69.45,4494.99,1,0
CU8168,Femenino,0,Sí,No,16,Mes a mes,Sí,Cheque electrónico,Sin internet,No,No,No,56.44,877.25,1,0
CU8169,Femenino,0,Sí,Sí,17,Un año,Sí,Domiciliación bancaria,Sin internet,Sí,No,Sí,130.0,2132.17,0,1
CU8170,Femenino,0,No,No,13,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,Sí,No,34.86,475.47,2,0
CU8171,Masculino,0,Sí,No,9,Mes a mes,No,Transferencia,DSL,Sí,No,No,78.83,696.82,0,1
CU8172,Femenino,0,Sí,No,72,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,100.42,7458.66,1,0
CU8173,Masculino,1,Sí,No,40,Dos años,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,49.32,1944.41,1,0
CU8174,Masculino,0,No,Sí,70,Mes a mes,Sí,Transferencia,DSL,Sí,Sí,No,66.09,4764.3,1,0
CU8175,Masculino,0,No,No,6,Dos años,Sí,Domiciliación bancaria,DSL,No,Sí,No,50.81,284.06,2,0
CU8176,Masculino,0,Sí,No,25,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,52.88,1234.75,1,0
CU8177,Masculino,1,No,No,55,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,No,112.31,5946.21,1,0
CU8178,Femenino,1,Sí,No,58,Mes a mes,Sí,Transferencia,DSL,No,No,Sí,18.0,1062.93,1,0
CU8179,Femenino,0,No,Sí,45,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,72.78,3203.42,0,0
CU8180,Masculino,0,No,No,20,Un año,No,Tarjeta de crédito,DSL,No,No,Sí,18.0,341.61,0,0
CU8181,Masculino,0,Sí,Sí,13,Un año,No,Transferencia,Fibra óptica,No,No,No,91.75,1142.4,0,1
CU8182,Femenino,1,Sí,Sí,3,Un año,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,54.32,157.35,0,1
CU8183,Masculino,0,No,Sí,64,Un año,No,Domiciliación bancaria,DSL,No,No,Sí,18.0,1142.79,1,0
CU8184,Masculino,0,Sí,Sí,50,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,Sí,Sí,60.96,3144.41,1,0
CU8185,Masculino,0,No,Sí,46,Dos años,Sí,Cheque electrónico,Sin internet,No,Sí,Sí,31.28,1388.21,0,0
CU8186,Masculino,0,Sí,Sí,39,Un año,Sí,Transferencia,Fibra óptica,No,Sí,Sí,92.9,3620.2,2,0
CU8187,Femenino,0,No,Sí,40,Dos años,No,Domiciliación bancaria,DSL,No,Sí,Sí,94.23,3742.12,3,0
CU8188,Femenino,1,Sí,Sí,3,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,33.11,104.25,0,0
CU8189,Masculino,1,No,No,17,Mes a mes,No,Transferencia,Fibra óptica,No,No,No,80.37,1405.21,1,1
CU8190,Femenino,0,No,No,30,Un año,No,Cheque electrónico,Fibra óptica,No,No,Sí,47.03,1450.93,2,0
CU8191,Femenino,0,Sí,No,29,Mes a mes,Sí,Cheque electrónico,Sin internet,No,Sí,Sí,57.02,1585.66,2,0
CU8192,Femenino,0,Sí,No,42,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,No,120.92,4964.27,1,0
CU8193,Femenino,0,Sí,No,27,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,54.62,1528.6,0,0
CU8194,Masculino,0,No,No,28,Mes a mes,Sí,Transferencia,Sin internet,Sí,No,No,106.17,2938.77,0,1
CU8195,Femenino,0,Sí,No,14,Dos años,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,114.65,1577.66,2,0
